kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_time0bk,koi_impact,koi_model_snr,koi_prad,ra,dec,koi_kepmag,kic9,fits_stem,lc_llc_glob,lc_slc_glob
12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,6105.6,5.1497,180.892284,0.55,277.2,7.4,289.11221,51.737381,15.14,012644822,kplr012644822,kplr012644822-*_llc.fits,kplr012644822-*_slc.fits
2440757,K00792.01,,FALSE POSITIVE,1.433769925,1976.3,1.8868,170.403536,1.268,112.6,46.58,290.84369,37.728828,15.122,002440757,kplr002440757,kplr002440757-*_llc.fits,kplr002440757-*_slc.fits
2445129,K00793.01,,FALSE POSITIVE,10.31872301,871.7,3.836,173.31543,1.215,38.2,28.59,291.84891,37.713501,15.065,002445129,kplr002445129,kplr002445129-*_llc.fits,kplr002445129-*_slc.fits
2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,382.1,2.4282,169.67494,0.238,38.9,2.06,291.43997,37.905659,15.026,002713049,kplr002713049,kplr002713049-*_llc.fits,kplr002713049-*_slc.fits
3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,1304.0,2.0844,170.57662,0.838,50.8,2.77,290.87051,38.273628,15.591,003114167,kplr003114167,kplr003114167-*_llc.fits,kplr003114167-*_slc.fits
3114661,K00796.01,,FALSE POSITIVE,0.444291966,10967.0,2.0792,169.865406,1.258,299.7,27.51,290.99689,38.28492,15.748,003114661,kplr003114661,kplr003114661-*_llc.fits,kplr003114661-*_slc.fits
3115833,K00797.01,,CANDIDATE,10.181584004,5741.1,3.5089,177.141891,0.92,183.6,7.73,291.28195,38.241669,15.657,003115833,kplr003115833,kplr003115833-*_llc.fits,kplr003115833-*_slc.fits
4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,8544.8,2.3111,170.527552,0.524,370.8,7.34,294.65524,39.308361,15.725,004275191,kplr004275191,kplr004275191-*_llc.fits,kplr004275191-*_slc.fits
4476123,K00814.01,Kepler-689 b,CONFIRMED,22.36646466,986.8,5.228,175.45862,0.4,32.1,2.32,294.71063,39.52174,15.583,004476123,kplr004476123,kplr004476123-*_llc.fits,kplr004476123-*_slc.fits
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,7969.0,2.38963,170.8266564,0.076,799.7,9.73,293.87192,38.422939,15.001,003351888,kplr003351888,kplr003351888-*_llc.fits,kplr003351888-*_slc.fits
3453214,K00802.01,,CANDIDATE,19.620346923,21725.0,2.0038,181.881819,0.458,340.5,13.6,293.81619,38.563568,15.562,003453214,kplr003453214,kplr003453214-*_llc.fits,kplr003453214-*_slc.fits
3554600,K00803.01,,FALSE POSITIVE,7.544039,322.6,6.222,171.7982,1.175,14.2,17.47,293.94116,38.601101,15.559,003554600,kplr003554600,kplr003554600-*_llc.fits,kplr003554600-*_slc.fits
3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.02930689,1019.8,3.1449,177.20422,0.024,53.9,2.57,290.33362,38.72823,15.387,003641726,kplr003641726,kplr003641726-*_llc.fits,kplr003641726-*_slc.fits
3734868,K00805.01,,FALSE POSITIVE,10.328035714,16918.0,7.7915,174.581054,0.281,636.8,13.28,287.69675,38.886452,15.646,003734868,kplr003734868,kplr003734868-*_llc.fits,kplr003734868-*_slc.fits
8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876,55.8,3.262,135.63916,0.646,14.4,0.79,300.86398,44.337551,12.882,008395660,kplr008395660,kplr008395660-*_llc.fits,kplr008395660-*_slc.fits
3836375,K00807.01,,FALSE POSITIVE,1.540397253,816.1,2.1541,170.50479,1.225,38.8,25.69,286.92639,38.921631,15.974,003836375,kplr003836375,kplr003836375-*_llc.fits,kplr003836375-*_slc.fits
3838486,K00808.01,,FALSE POSITIVE,2.99025443,589.2,5.414,171.9834,0.014,48.5,1.7,287.74881,38.92955,15.842,003838486,kplr003838486,kplr003838486-*_llc.fits,kplr003838486-*_slc.fits
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,15044.0,1.9604,170.6483505,0.514,1009.3,11.3,285.21381,39.027481,15.53,003935914,kplr003935914,kplr003935914-*_llc.fits,kplr003935914-*_slc.fits
3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,1008.7,2.335,170.508434,0.003,70.6,2.5,287.09399,39.060719,15.119,003940418,kplr003940418,kplr003940418-*_llc.fits,kplr003940418-*_slc.fits
4049131,K00811.01,Kepler-687 b,CONFIRMED,20.50588921,2105.5,4.0595,181.43428,0.26,78.5,3.41,289.31543,39.153278,15.398,004049131,kplr004049131,kplr004049131-*_llc.fits,kplr004049131-*_slc.fits
4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,1632.6,1.9104,171.979062,0.466,71.6,2.03,286.07913,39.27832,15.954,004139816,kplr004139816,kplr004139816-*_llc.fits,kplr004139816-*_slc.fits
5287983,K00828.01,,FALSE POSITIVE,2.507089906,1339.2,2.0067,171.002455,1.255,64.9,30.26,295.37805,40.493401,15.555,005287983,kplr005287983,kplr005287983-*_llc.fits,kplr005287983-*_slc.fits
5358241,K00829.03,Kepler-53 c,CONFIRMED,38.5576546,993.0,5.794,163.85063,0.911,39.7,4.02,290.46176,40.562462,15.386,005358241,kplr005358241,kplr005358241-*_llc.fits,kplr005358241-*_slc.fits
5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,22335.0,2.59959,170.0479951,0.12,1996.7,11.58,290.58173,40.5774,15.224,005358624,kplr005358624,kplr005358624-*_llc.fits,kplr005358624-*_slc.fits
4544670,K00815.01,,CANDIDATE,34.84398644,4523.6,2.9315,172.633252,0.934,76.8,7.61,285.92001,39.624828,15.684,004544670,kplr004544670,kplr004544670-*_llc.fits,kplr004544670-*_slc.fits
4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,2472.1,3.5957,174.997206,0.517,113.2,5.52,294.4899,39.771439,15.67,004664847,kplr004664847,kplr004664847-*_llc.fits,kplr004664847-*_slc.fits
4725681,K00817.02,Kepler-236 b,CONFIRMED,8.29561738,824.3,1.3421,135.79284,0.888,17.9,1.82,283.86639,39.898079,15.414,004725681,kplr004725681,kplr004725681-*_llc.fits,kplr004725681-*_slc.fits
4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,1558.0,2.2736,176.33968,0.573,56.4,2.1,288.81201,40.033401,15.877,004913852,kplr004913852,kplr004913852-*_llc.fits,kplr004913852-*_slc.fits
4932348,K00819.01,,FALSE POSITIVE,38.036729482,82872.0,4.34617,196.934947,0.501,1300.0,27.5,294.14789,40.055538,15.472,004932348,kplr004932348,kplr004932348-*_llc.fits,kplr004932348-*_slc.fits
4936180,K00820.01,,CANDIDATE,4.64090031,2450.6,35.512,173.64638,1.28,296.9,30.09,295.11371,40.071171,15.27,004936180,kplr004936180,kplr004936180-*_llc.fits,kplr004936180-*_slc.fits
11913073,K00011.01,,FALSE POSITIVE,3.747838198,616.0,5.0642,171.66504,1.121,138.2,13.65,291.06152,50.265129,13.496,011913073,kplr011913073,kplr011913073-*_llc.fits,kplr011913073-*_slc.fits
5021899,K00821.01,Kepler-692 b,CONFIRMED,21.81295996,1175.4,4.3791,174.01085,0.053,37.8,3.38,294.77686,40.15374,15.54,005021899,kplr005021899,kplr005021899-*_llc.fits,kplr005021899-*_slc.fits
5077629,K00822.01,,FALSE POSITIVE,7.91936937,15148.0,3.3148,172.181092,0.733,389.0,10.34,283.53845,40.217999,15.805,005077629,kplr005077629,kplr005077629-*_llc.fits,kplr005077629-*_slc.fits
5115978,K00823.01,,CANDIDATE,1.028436523,8098.0,1.8606,170.228582,1.5734,89.6,72.77,296.00699,40.295429,15.202,005115978,kplr005115978,kplr005115978-*_llc.fits,kplr005115978-*_slc.fits
5164255,K00824.01,Kepler-693 b,CONFIRMED,15.37562369,15337.0,3.3169,173.61402,0.692,166.0,11.01,283.25354,40.358189,16.422,005164255,kplr005164255,kplr005164255-*_llc.fits,kplr005164255-*_slc.fits
5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510843,417.5,2.506,134.96178,0.258,21.3,1.46,283.22141,40.421829,15.289,005252423,kplr005252423,kplr005252423-*_llc.fits,kplr005252423-*_slc.fits
5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,780.7,2.9721,171.13575,0.524,70.8,2.44,291.14951,40.420521,15.09,005272878,kplr005272878,kplr005272878-*_llc.fits,kplr005272878-*_slc.fits
5283542,K00827.01,,FALSE POSITIVE,5.97581754,962.4,3.065,174.77602,0.941,50.3,3.86,294.22397,40.417858,15.546,005283542,kplr005283542,kplr005283542-*_llc.fits,kplr005283542-*_slc.fits
5649215,K00839.01,,FALSE POSITIVE,2.446737317,1177.9,4.7211,170.66951,1.241,110.2,26.25,298.96112,40.862808,15.021,005649215,kplr005649215,kplr005649215-*_llc.fits,kplr005649215-*_slc.fits
5651104,K00840.01,Kepler-695 b,CONFIRMED,3.04033046,10859.0,1.8411,169.9490106,0.736,568.2,8.99,299.3161,40.82238,15.028,005651104,kplr005651104,kplr005651104-*_llc.fits,kplr005651104-*_slc.fits
5370302,K00831.01,,FALSE POSITIVE,3.9043425,16228.0,3.831,173.393734,0.709,323.4,12.28,294.05676,40.549679,15.016,005370302,kplr005370302,kplr005370302-*_llc.fits,kplr005370302-*_slc.fits
5372966,K00832.01,,FALSE POSITIVE,9.286358079,44791.0,3.49949,171.8214689,0.377,1671.1,17.61,294.74396,40.53392,15.365,005372966,kplr005372966,kplr005372966-*_llc.fits,kplr005372966-*_slc.fits
5376067,K00833.01,,FALSE POSITIVE,3.951405455,2453.9,2.1862,173.276125,1.276,117.2,31.44,295.50439,40.505489,15.446,005376067,kplr005376067,kplr005376067-*_llc.fits,kplr005376067-*_slc.fits
10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180027898,120.3,3.5797,133.49863,0.196,50.4,1.53,297.02826,48.208611,12.487,010875245,kplr010875245,kplr010875245-*_llc.fits,kplr010875245-*_slc.fits
5436502,K00834.05,Kepler-238 f,CONFIRMED,50.4467417,370.3,7.159,178.5014,0.379,19.4,2.67,287.89713,40.637821,15.084,005436502,kplr005436502,kplr005436502-*_llc.fits,kplr005436502-*_slc.fits
5456651,K00835.02,Kepler-239 c,CONFIRMED,56.2279271,862.7,3.57,132.29259,0.7,20.9,2.37,294.20215,40.66341,15.208,005456651,kplr005456651,kplr005456651-*_llc.fits,kplr005456651-*_slc.fits
5481416,K00836.01,,FALSE POSITIVE,2.384052875,1268.1,3.0918,171.58362,1.178,50.5,17.06,299.64285,40.691238,15.836,005481416,kplr005481416,kplr005481416-*_llc.fits,kplr005481416-*_slc.fits
5531576,K00837.02,Kepler-240 b,CONFIRMED,4.14451656,391.8,2.3421,135.92831,0.004,22.8,1.48,291.15878,40.750271,15.66,005531576,kplr005531576,kplr005531576-*_llc.fits,kplr005531576-*_slc.fits
5534814,K00838.01,,FALSE POSITIVE,4.859386384,6044.3,2.2757,173.011469,1.259,269.7,38.33,292.21436,40.759762,15.311,005534814,kplr005534814,kplr005534814-*_llc.fits,kplr005534814-*_slc.fits
6291653,K00850.01,Kepler-702 b,CONFIRMED,10.526294577,9768.0,2.5211,176.522462,0.644,482.3,8.24,293.87811,41.66177,15.305,006291653,kplr006291653,kplr006291653-*_llc.fits,kplr006291653-*_slc.fits
6392727,K00851.01,Kepler-703 b,CONFIRMED,4.583520948,3812.1,2.7055,169.973972,0.045,99.5,5.39,299.18686,41.74268,15.287,006392727,kplr006392727,kplr006392727-*_llc.fits,kplr006392727-*_slc.fits
6422070,K00852.01,Kepler-704 b,CONFIRMED,3.76181843,510.6,3.5176,171.90364,0.926,35.9,2.66,283.31638,41.83712,15.257,006422070,kplr006422070,kplr006422070-*_llc.fits,kplr006422070-*_slc.fits
6428700,K00853.02,Kepler-242 c,CONFIRMED,14.49645186,647.5,4.016,143.41659,0.97,25.7,3.01,286.5657,41.808399,15.376,006428700,kplr006428700,kplr006428700-*_llc.fits,kplr006428700-*_slc.fits
5794379,K00842.02,Kepler-241 c,CONFIRMED,36.06588163,1563.8,4.3246,198.58423,0.26,51.7,2.64,292.91312,41.060921,15.389,005794379,kplr005794379,kplr005794379-*_llc.fits,kplr005794379-*_slc.fits
5881688,K00843.01,Kepler-696 b,CONFIRMED,4.190425659,2877.4,2.8589,171.44122,0.458,240.6,6.21,293.49661,41.137589,15.27,005881688,kplr005881688,kplr005881688-*_llc.fits,kplr005881688-*_slc.fits
6022556,K00844.01,Kepler-697 b,CONFIRMED,3.709870784,2020.3,3.0694,171.987982,0.023,116.1,4.35,283.86441,41.346458,15.581,006022556,kplr006022556,kplr006022556-*_llc.fits,kplr006022556-*_slc.fits
6032497,K00845.01,Kepler-698 b,CONFIRMED,16.3297527,1187.5,6.271,177.29506,0.791,74.6,3.75,288.51001,41.301769,15.447,006032497,kplr006032497,kplr006032497-*_llc.fits,kplr006032497-*_slc.fits
6061119,K00846.01,Kepler-699 b,CONFIRMED,27.807566216,25391.0,4.21587,186.713552,0.782,748.1,13.84,296.88821,41.396091,15.482,006061119,kplr006061119,kplr006061119-*_llc.fits,kplr006061119-*_slc.fits
6191521,K00847.01,Kepler-700 b,CONFIRMED,80.8723469,3604.6,11.195,203.895,0.527,160.9,7.59,287.1543,41.565788,15.201,006191521,kplr006191521,kplr006191521-*_llc.fits,kplr006191521-*_slc.fits
6267425,K00848.01,,FALSE POSITIVE,3.166465862,4357.2,2.9381,172.002627,1.266,122.1,26.82,284.86929,41.679192,15.999,006267425,kplr006267425,kplr006267425-*_llc.fits,kplr006267425-*_slc.fits
3531558,K00118.01,Kepler-467 b,CONFIRMED,24.99324319,269.6,5.9409,138.68167,0.686,62.0,2.29,287.36279,38.649601,12.377,003531558,kplr003531558,kplr003531558-*_llc.fits,kplr003531558-*_slc.fits
6276477,K00849.01,Kepler-701 b,CONFIRMED,10.35533116,750.6,3.1775,170.93729,0.029,49.2,2.47,288.9942,41.633282,15.018,006276477,kplr006276477,kplr006276477-*_llc.fits,kplr006276477-*_slc.fits
6863998,K00867.01,Kepler-709 b,CONFIRMED,16.08518937,1442.4,3.984,180.28319,0.867,62.6,3.68,292.10519,42.380322,15.219,006863998,kplr006863998,kplr006863998-*_llc.fits,kplr006863998-*_slc.fits
6867155,K00868.01,,CANDIDATE,235.9986399,20715.0,8.2284,208.399822,0.778,271.8,10.59,293.00797,42.307201,15.172,006867155,kplr006867155,kplr006867155-*_llc.fits,kplr006867155-*_slc.fits
6435936,K00854.01,Kepler-705 b,CONFIRMED,56.0560754,1626.0,4.685,201.16578,0.018,27.4,1.94,289.50848,41.812119,15.849,006435936,kplr006435936,kplr006435936-*_llc.fits,kplr006435936-*_slc.fits
6522242,K00855.01,Kepler-706 b,CONFIRMED,41.408316686,22839.0,5.0264,195.78745,0.377,907.8,11.38,291.76041,41.944069,15.196,006522242,kplr006522242,kplr006522242-*_llc.fits,kplr006522242-*_slc.fits
6526710,K00856.01,,CANDIDATE,39.74893077,15179.0,7.3051,172.854644,0.881,561.1,14.21,293.17929,41.969238,15.344,006526710,kplr006526710,kplr006526710-*_llc.fits,kplr006526710-*_slc.fits
6587280,K00857.02,Kepler-243 c,CONFIRMED,20.0261412,421.2,1.611,146.91109,0.957,10.7,2.28,285.11047,42.033958,15.086,006587280,kplr006587280,kplr006587280-*_llc.fits,kplr006587280-*_slc.fits
6599919,K00858.01,,CANDIDATE,13.61014819,5732.9,2.594,173.987319,1.081,184.1,19.02,289.89777,42.009151,15.06,006599919,kplr006599919,kplr006599919-*_llc.fits,kplr006599919-*_slc.fits
6675056,K00859.01,,FALSE POSITIVE,10.44331991,1159.8,2.743,175.4046,0.23,51.7,2.66,286.24356,42.148811,15.546,006675056,kplr006675056,kplr006675056-*_llc.fits,kplr006675056-*_slc.fits
6685526,K00861.01,Kepler-707 b,CONFIRMED,2.237489571,315.8,1.8119,170.81914,0.128,30.7,1.41,290.00757,42.116459,15.001,006685526,kplr006685526,kplr006685526-*_llc.fits,kplr006685526-*_slc.fits
6756669,K00862.01,,FALSE POSITIVE,5.851520671,33004.0,3.11058,173.8228336,0.211,1630.4,14.62,284.08731,42.233231,15.33,006756669,kplr006756669,kplr006756669-*_llc.fits,kplr006756669-*_slc.fits
6784235,K00863.01,Kepler-708 b,CONFIRMED,3.167893418,781.2,2.1814,172.147959,0.026,64.8,2.62,293.81647,42.212502,15.533,006784235,kplr006784235,kplr006784235-*_llc.fits,kplr006784235-*_slc.fits
6849310,K00864.03,Kepler-244 c,CONFIRMED,9.76734503,569.1,1.6585,186.57718,0.9,21.1,2.67,287.24268,42.301369,15.604,006849310,kplr006849310,kplr006849310-*_llc.fits,kplr006849310-*_slc.fits
6862328,K00865.01,,CANDIDATE,119.0207044,7430.5,8.1405,222.236492,0.076,223.5,8.98,291.58377,42.36816,15.085,006862328,kplr006862328,kplr006862328-*_llc.fits,kplr006862328-*_slc.fits
9471974,K00119.02,Kepler-108 c,CONFIRMED,190.3200468,1141.7,15.284,312.68498,0.812,139.3,7.78,294.55917,46.062328,12.654,009471974,kplr009471974,kplr009471974-*_llc.fits,kplr009471974-*_slc.fits
6862603,K00866.01,,FALSE POSITIVE,2.861159894,1014.3,1.8832,171.648106,0.965,58.3,4.37,291.67172,42.343109,15.618,006862603,kplr006862603,kplr006862603-*_llc.fits,kplr006862603-*_slc.fits
7366258,K00880.04,Kepler-82 d,CONFIRMED,2.382951591,391.6,1.8876,135.080841,0.479,41.4,1.86,292.87338,42.966141,15.158,007366258,kplr007366258,kplr007366258-*_llc.fits,kplr007366258-*_slc.fits
6948054,K00869.04,Kepler-245 e,CONFIRMED,3.219814777,488.2,2.0642,133.00406,0.06,30.5,1.69,291.63898,42.436321,15.599,006948054,kplr006948054,kplr006948054-*_llc.fits,kplr006948054-*_slc.fits
6949607,K00870.02,Kepler-28 c,CONFIRMED,8.98581901,881.3,2.8606,175.68418,0.008,51.8,1.65,292.13702,42.42942,15.036,006949607,kplr006949607,kplr006949607-*_llc.fits,kplr006949607-*_slc.fits
7031517,K00871.01,,CANDIDATE,12.940668656,42450.0,2.4845,179.423014,0.897,307.5,22.94,291.11969,42.507069,15.215,007031517,kplr007031517,kplr007031517-*_llc.fits,kplr007031517-*_slc.fits
11869052,K00120.01,,FALSE POSITIVE,20.5452375,218.5,2.517,137.91394,0.95,18.5,2.41,294.40192,50.172089,12.003,011869052,kplr011869052,kplr011869052-*_llc.fits,kplr011869052-*_slc.fits
7109675,K00872.02,Kepler-46 d,CONFIRMED,6.76652928,450.7,2.9004,138.0637,0.429,29.2,1.97,289.26874,42.604172,15.262,007109675,kplr007109675,kplr007109675-*_llc.fits,kplr007109675-*_slc.fits
7118364,K00873.01,Kepler-710 b,CONFIRMED,4.347288783,451.6,2.1024,172.23343,0.025,39.7,2.36,291.96417,42.69614,15.024,007118364,kplr007118364,kplr007118364-*_llc.fits,kplr007118364-*_slc.fits
7134976,K00874.02,Kepler-246 c,CONFIRMED,11.18719905,353.6,3.252,137.17814,0.387,21.9,1.55,296.48343,42.663429,15.024,007134976,kplr007134976,kplr007134976-*_llc.fits,kplr007134976-*_slc.fits
7135852,K00875.01,Kepler-1729 b,CONFIRMED,4.220965778,2260.0,3.0854,170.622433,0.705,157.8,2.62,296.69394,42.62611,15.692,007135852,kplr007135852,kplr007135852-*_llc.fits,kplr007135852-*_slc.fits
7270230,K00876.01,,FALSE POSITIVE,6.998099523,20285.0,2.0488,171.898913,7.361,192.3,588.66,287.88412,42.832439,15.877,007270230,kplr007270230,kplr007270230-*_llc.fits,kplr007270230-*_slc.fits
7287995,K00877.03,Kepler-81 d,CONFIRMED,20.83762895,439.0,2.3734,132.08488,0.706,14.9,1.42,293.63696,42.82497,15.019,007287995,kplr007287995,kplr007287995-*_llc.fits,kplr007287995-*_slc.fits
3247396,K00121.01,,FALSE POSITIVE,8.8111022,401.1,5.0683,136.4568,1.223,76.8,63.66,294.46088,38.383461,12.759,003247396,kplr003247396,kplr003247396-*_llc.fits,kplr003247396-*_slc.fits
7303253,K00878.01,Kepler-711 b,CONFIRMED,23.58917143,1200.7,5.073,173.81994,0.926,53.3,3.16,297.46002,42.83992,15.316,007303253,kplr007303253,kplr007303253-*_llc.fits,kplr007303253-*_slc.fits
7678434,K00892.02,Kepler-716 c,CONFIRMED,3.96996298,299.2,1.1757,137.75447,0.836,15.0,1.78,290.39322,43.363899,15.193,007678434,kplr007678434,kplr007678434-*_llc.fits,kplr007678434-*_slc.fits
7685981,K00893.01,Kepler-717 b,CONFIRMED,4.40841331,549.4,5.012,172.18582,0.899,45.1,2.66,292.96555,43.34639,15.662,007685981,kplr007685981,kplr007685981-*_llc.fits,kplr007685981-*_slc.fits
7708215,K00894.01,,FALSE POSITIVE,7.9426176,1590.7,6.703,174.52563,0.942,60.4,4.68,299.00143,43.399632,15.26,007708215,kplr007708215,kplr007708215-*_llc.fits,kplr007708215-*_slc.fits
7373451,K00881.02,Kepler-712 c,CONFIRMED,226.8904775,3136.4,7.558,207.35971,0.731,46.8,4.53,294.90973,42.935261,15.859,007373451,kplr007373451,kplr007373451-*_llc.fits,kplr007373451-*_slc.fits
7377033,K00882.01,,FALSE POSITIVE,1.956811408,24905.0,2.1958,170.694208,1.091,125.4,21.58,295.83536,42.943062,15.533,007377033,kplr007377033,kplr007377033-*_llc.fits,kplr007377033-*_slc.fits
7380537,K00883.01,,CANDIDATE,2.688899233,37492.0,2.11275,170.1020904,0.001,1011.6,12.04,296.68307,42.967869,15.766,007380537,kplr007380537,kplr007380537-*_llc.fits,kplr007380537-*_slc.fits
8349582,K00122.01,Kepler-95 b,CONFIRMED,11.523067458,507.3,3.8757,131.969055,0.0,142.0,3.13,284.48245,44.398041,12.346,008349582,kplr008349582,kplr008349582-*_llc.fits,kplr008349582-*_slc.fits
7434875,K00884.03,Kepler-247 b,CONFIRMED,3.336123113,516.3,1.9616,135.31623,0.252,41.6,1.74,288.64252,43.039291,15.067,007434875,kplr007434875,kplr007434875-*_llc.fits,kplr007434875-*_slc.fits
7455287,K00886.03,Kepler-54 d,CONFIRMED,20.99587872,767.3,2.6333,152.31554,0.228,18.2,1.3,294.77393,43.056301,15.847,007455287,kplr007455287,kplr007455287-*_llc.fits,kplr007455287-*_slc.fits
7458762,K00887.01,Kepler-713 b,CONFIRMED,7.41113177,620.5,2.5242,175.34754,0.712,50.4,2.45,295.65149,43.029831,15.031,007458762,kplr007458762,kplr007458762-*_llc.fits,kplr007458762-*_slc.fits
7552344,K00888.01,,FALSE POSITIVE,1.000747038,1823.5,0.9967,169.974229,0.908,147.4,4.14,297.97513,43.164909,15.419,007552344,kplr007552344,kplr007552344-*_llc.fits,kplr007552344-*_slc.fits
757450,K00889.01,Kepler-75 b,CONFIRMED,8.884922995,16053.0,2.07004,169.991686,0.069,388.2,10.51,291.1376,36.577381,15.264,000757450,kplr000757450,kplr000757450-*_llc.fits,kplr000757450-*_slc.fits
7585481,K00890.01,Kepler-714 b,CONFIRMED,8.09888906,6911.1,4.20241,176.623731,0.018,435.9,8.95,282.69952,43.272739,15.261,007585481,kplr007585481,kplr007585481-*_llc.fits,kplr007585481-*_slc.fits
7663691,K00891.01,Kepler-715 b,CONFIRMED,10.00653012,936.1,5.344,176.96898,0.862,71.9,3.52,283.63077,43.379398,15.063,007663691,kplr007663691,kplr007663691-*_llc.fits,kplr007663691-*_slc.fits
5812701,K00012.01,Kepler-448 b,CONFIRMED,17.855221681,9065.2,7.41287,146.596466,0.075,915.7,13.16,297.45374,41.01099,11.353,005812701,kplr005812701,kplr005812701-*_llc.fits,kplr005812701-*_slc.fits
8013419,K00901.01,,CANDIDATE,12.732624065,6465.7,2.2083,176.939054,0.811,210.5,4.87,285.16748,43.876339,15.75,008013419,kplr008013419,kplr008013419-*_llc.fits,kplr008013419-*_slc.fits
8018547,K00902.01,,CANDIDATE,83.92494032,7958.7,6.7904,236.76334,0.658,182.1,4.78,287.85239,43.897991,15.754,008018547,kplr008018547,kplr008018547-*_llc.fits,kplr008018547-*_slc.fits
8039892,K00903.01,Kepler-719 b,CONFIRMED,5.007316661,6932.3,4.2362,173.433997,0.344,431.4,6.96,295.53613,43.884449,15.813,008039892,kplr008039892,kplr008039892-*_llc.fits,kplr008039892-*_slc.fits
7767559,K00895.01,,FALSE POSITIVE,4.409409243,12861.0,3.8636,171.89433,0.028,85.8,10.95,296.41019,43.455391,15.403,007767559,kplr007767559,kplr007767559-*_llc.fits,kplr007767559-*_slc.fits
7849854,K00897.01,Kepler-718 b,CONFIRMED,2.052349884,14281.0,2.0778,169.890622,0.437,1072.1,13.12,299.56189,43.503559,15.257,007849854,kplr007849854,kplr007849854-*_llc.fits,kplr007849854-*_slc.fits
5094751,K00123.02,Kepler-109 c,CONFIRMED,21.22261195,366.0,6.5093,137.57403,0.02,114.9,2.48,290.39273,40.28487,12.365,005094751,kplr005094751,kplr005094751-*_llc.fits,kplr005094751-*_slc.fits
7870390,K00898.03,Kepler-83 c,CONFIRMED,20.09017037,1432.1,4.154,147.97788,0.886,36.9,2.25,282.23251,43.66563,15.777,007870390,kplr007870390,kplr007870390-*_llc.fits,kplr007870390-*_slc.fits
7907423,K00899.03,Kepler-249 d,CONFIRMED,15.36845737,756.1,2.4714,147.38965,0.115,30.9,1.11,296.98505,43.65852,15.234,007907423,kplr007907423,kplr007907423-*_llc.fits,kplr007907423-*_slc.fits
7938496,K00900.01,Kepler-1730 b,CONFIRMED,13.81020318,1309.7,3.048,172.33533,0.791,46.2,4.56,281.96063,43.70311,15.425,007938496,kplr007938496,kplr007938496-*_llc.fits,kplr007938496-*_slc.fits
8490993,K00911.02,Kepler-722 c,CONFIRMED,105.145959,685.4,8.593,178.367,0.964,15.4,3.43,290.26328,44.55645,15.399,008490993,kplr008490993,kplr008490993-*_llc.fits,kplr008490993-*_slc.fits
8505670,K00912.02,Kepler-252 b,CONFIRMED,6.66833241,362.3,1.915,137.43988,0.644,14.2,1.18,295.57935,44.545959,15.058,008505670,kplr008505670,kplr008505670-*_llc.fits,kplr008505670-*_slc.fits
8544996,K00913.01,Kepler-723 b,CONFIRMED,4.082274889,17859.0,3.23015,169.6375652,0.093,1669.1,10.55,284.83047,44.658138,15.198,008544996,kplr008544996,kplr008544996-*_llc.fits,kplr008544996-*_slc.fits
